Change Request,Description,CR type,Process,WF type,Date completed,Month
2305795,Main CR 2298039 Follow Up 1,Mass,Data migration,YMUER01,05-Mar-26,Mar-26
2309019,Main CR 2305392 Follow Up 1,MDG,Production & launch,YMUER01,09-Mar-26,Mar-26
2309028,Main CR 2305366 Follow Up 1,MDG,Production & launch,YMUER01,09-Mar-26,Mar-26
2308917,Main CR 2305322 Follow Up 1,MDG,Production & launch,YMUER01,09-Mar-26,Mar-26
2315931,Verify ZFIN CR 2209549,MDG,Maintanence,YMP30_16,09-Mar-26,Mar-26
2315708,CMO_ZFIN_Update non-GMP_P30_Plant 1001_ACNdate,MDG,Maintanence,YMP30_08,09-Mar-26,Mar-26
2315725,CMO_ZSEM_UpdateNonGMP_P30_MRPdata,MDG,Maintanence,YMP30_08,09-Mar-26,Mar-26
2315709,CMO_ZSEM_UpdateNonGMP_P30_MRPdata,MDG,Maintanence,YMP30_08,09-Mar-26,Mar-26
2307833,Create FINP IE NMRMC0167706,MDG,Material master creation,LCM WF,09-Mar-26,Mar-26
2307881,Create FINP PE NMRMC0167709,MDG,Material master creation,LCM WF,09-Mar-26,Mar-26
2307868,Create FINP ES NMRMC0167701,MDG,Material master creation,LCM WF,09-Mar-26,Mar-26
900006685,Update Material Pricing Group 11046295,MDG,Production & launch,CR999,09-Mar-26,Mar-26
2308459,R4E_B831_Redress_VN_CC_2816,MDG,Maintanence,YMFG002,09-Mar-26,Mar-26
2308581,TOLL_ZSEM_Ready for Execution_P30 (SEMP)_Plant 1001,MDG,Production & launch,YMP30_03,09-Mar-26,Mar-26
2308415,R4E_L431_BG_ACN532893_CC_1394,MDG,Production & launch,YMUCR01,09-Mar-26,Mar-26
2308320,R4E_L431_BG_ACN553871_CC_1394,MDG,Production & launch,YMUCR01,09-Mar-26,Mar-26
2316734,Main CR 2308320 Follow Up 1,MDG,Production & launch,YMUER01,09-Mar-26,Mar-26
2316745,Main CR 2308415 Follow Up 1,MDG,Production & launch,YMUER01,09-Mar-26,Mar-26
100005625,A511 Update/Activate Buff CSC VEGF DWNSM,Make,Production master data,G15,09-Mar-26,Mar-26
100005633,A511 Update/Activate VEGF DWSM headrs,Make,Production master data,G15,09-Mar-26,Mar-26
2315768,VERIFY ZFIN CR 2302050,MDG,Development,YMP30_16,10-Mar-26,Mar-26
2317182,Update max lot size,MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2317231,Update max lot size,MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318404,"PZ Update Lead Time 10010167 N-Acetylglucosamine, pharma gra",MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318310,PZ Update Lead Time 10020906 Morpholino-ethansulfonicacid Fr,MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318437,RSTO_Amend Safety Stock for TK2 box 11021156,MDG,Production & launch,YMUX0031,10-Mar-26,Mar-26
2318511,RSTO_Amend Safety Stock for EPS Insert 11022001,MDG,Production & launch,YMUX0031,10-Mar-26,Mar-26
2318510,PZ Update Lead Time 10074131 Hygromycin B solution,MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318438,RSTO_Amend Safety Stock for Dry Ice Tray 11021999,MDG,Production & launch,YMUX0031,10-Mar-26,Mar-26
2318522,PZ Update Lead Time 10074888 Morpholino-ethansulfonicacid So,MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318497,"PZ Update Lead Time 11033013 EndoCleave rec. GMP grade, AOF",MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318547,"PZ Update Lead Time 11032951 EndoCleave rec. GMP grade, AOF",MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2318498,"PZ Update Lead Time 11032887 EndoCleave rec. GMP grade, AOF",MDG,Maintanence,YMUX001,10-Mar-26,Mar-26
2316529,Main CR 2159242 Follow Up 1,MDG,Production & launch,YMUER01,10-Mar-26,Mar-26
2316798,Main CR 2308801 Follow Up 1,MDG,Production & launch,YMUER01,10-Mar-26,Mar-26
2309034,Main CR 2159243 Follow Up 1,MDG,Production & launch,YMUER01,10-Mar-26,Mar-26
2318996,ZFIN_Extend_WS_view_P30_plant_1001,MDG,Maintanence,YMP30_08,10-Mar-26,Mar-26
2319792,ZFIN_PLANNING_READY_UPDATE_C031_CR_2305653,MDG,Production & launch,YMUX0031,10-Mar-26,Mar-26
2319803,ZFIN_PLANNING_READY_UPDATE_C031_CR_2305653,MDG,Production & launch,YMUX0031,10-Mar-26,Mar-26
2308052,R4E_M731_ZPAK_CC 2647,MDG,Production & launch,YMUCR01,10-Mar-26,Mar-26
2320089,Main CR 2308052 Follow Up 1,MDG,Production & launch,YMUER01,10-Mar-26,Mar-26
2309789,A511 ZNVL Activate Tox FG MABT7895A Vehicle,MDG,Production & launch,YMUCR01,10-Mar-26,Mar-26
2316798,Main CR 2308801 Follow Up 1,MDG,Production & launch,YMUER01,10-Mar-26,Mar-26
2320469,Deletion flag,MDG,Maintanence,YMDF001,10-Mar-26,Mar-26
2320236,Update Tax indicator C031_CR_2305653,MDG,Production & launch,YMUX0031,10-Mar-26,Mar-26
900006731,Change PIR for ITOVEBI,MDG,Intercompany,CR999,10-Mar-26,Mar-26
2316529,Main CR 2159242 Follow Up 1,Mass,Data migration,YMUER01,10-Mar-26,Mar-26
900006650,"MH Plant Extension for materials, att.",Mass,Data migration,CR999,10-Mar-26,Mar-26
2305653,CR_2305653_Load_Tax_ind_C031,Mass,Data migration,YMP30_16,10-Mar-26,Mar-26
900006596,Add of Product Hierarchy,Mass,Data migration,CR999,10-Mar-26,Mar-26
900006710,P131 Ghana Plant Extensions,Mass,Data migration,CR999,10-Mar-26,Mar-26
900006703,Update BOM_ITOBEVI 3MG PSP to Sample use,Make,Production master data,CR999,10-Mar-26,Mar-26
2322797,Updating roformis to delete material,MDG,Production & launch,YMUX0033,11-Mar-26,Mar-26
2322589,J331 update Safty Stock,MDG,Production & launch,YMUX0033,11-Mar-26,Mar-26
2320727,A501/A511 ZNVL Update Sales Text and HERKL,MDG,Maintanence,YMUX002,11-Mar-26,Mar-26
2322666,J331 update Safty Stock,MDG,Production & launch,YMUX0033,11-Mar-26,Mar-26
2321602,RSTO_Amend MOQ for 10091,MDG,Production & launch,YMUX0031,11-Mar-26,Mar-26
2320783,A501/A511 ZNVL Update Sales Text and HERKL,MDG,Maintanence,YMUX002,11-Mar-26,Mar-26
2322799,Deletion flag,MDG,Maintanence,YMDF001,11-Mar-26,Mar-26
2274592,Main CR 2145555 Follow Up 1,MDG,Production & launch,YMUER01,11-Mar-26,Mar-26
2320832,ZFIN_Non GMP update_plant 1001,MDG,Maintanence,YMP30_08,11-Mar-26,Mar-26
2320843,ZFIN_Non GMP update_plant 1001,MDG,Maintanence,YMP30_08,11-Mar-26,Mar-26
900006634,DM - Purchasing Group Update,Mass,Data migration,CR999,11-Mar-26,Mar-26
100005579,"Update MRs 11034284, 11034313, 11014728",Make,Production master data,G24,11-Mar-26,Mar-26
100005614,A513_Update 11033811 and 11033812 MRs,Make,Production master data,G24,11-Mar-26,Mar-26
900006710,P131 Ghana Plant Extensions,Mass,Data migration,CR999,11-Mar-26,Mar-26
100004577,Testing PI18 Q1s,Make,Production master data,G34,11-Mar-26,Mar-26
100004519,Testing PI18 Q1s,Make,Production master data,G34,11-Mar-26,Mar-26
2324051,A511 ZVL Tox FG Anti-C3bBb (RCTB6598A) Vehicle,MDG,Maintanence,YMUX001,12-Mar-26,Mar-26
2323959,A511 ZNVL REF FG Anti-C3bBb (RCTB6598A),MDG,Maintanence,YMUX001,12-Mar-26,Mar-26
2323905,A511 Buf Form 265KG HisAce Suc CPMF Uupdate,MDG,Maintanence,YMUX001,12-Mar-26,Mar-26
2324002,A511 ZNVL Description Update FG Anti-C3bBb,MDG,Maintanence,YMUX001,12-Mar-26,Mar-26
200001583,Customer master update- search term,MDG,Customer master,P30,12-Mar-26,Mar-26
200001584,Customer master update- Acct at Cust,MDG,Customer master,P30,12-Mar-26,Mar-26
900006689,RSTO_ICO Transfer Price 10477,MDG,Intercompany,CR999,12-Mar-26,Mar-26
900006759,Update PIR & SL por material 11039720,MDG,Intercompany,CR999,12-Mar-26,Mar-26
900006714,update the TP on the code 11012002,MDG,Intercompany,CR999,12-Mar-26,Mar-26
100005643,A515-Update Nic and Gel kit QE-185708,Make,Production master data,CR999,12-Mar-26,Mar-26
900006756,Missing AMPL - Update plant status,Mass,Data migration,CR999,12-Mar-26,Mar-26
900006752,P331 Saudi Plant Extension ex-KAU,Mass,Data migration,CR999,12-Mar-26,Mar-26
900006736,M731 Costa Rica Plant Extension,Mass,Data migration,CR999,12-Mar-26,Mar-26
100005644,A513 Hemlibra Update 11038532 11038599,Make,Production master data,G24,12-Mar-26,Mar-26
900006679,N631_CZ_Plant extension,Mass,Data migration,CR999,12-Mar-26,Mar-26
900006740,N931 Croatia Plant Extensions ex-CMO,Mass,Data migration,CR999,12-Mar-26,Mar-26
2327772,R4E_B631_ACN 557889_TH,MDG,Production & launch,YMFG002,13-Mar-26,Mar-26
2326573,R4E_M731_ZPAK_CR_CC_2647,MDG,Production & launch,YMUCR01,13-Mar-26,Mar-26
2323676,AFF_ZFIN_Execution-Ready_P30_Plant 1441,MDG,Production & launch,YMP30_21,13-Mar-26,Mar-26
2331449,Update CS description_CR 900006679,MDG,Maintanence,YMUX001,13-Mar-26,Mar-26
2326390,R4E_P531_AE_ACN556929_CC_2944,MDG,Production & launch,YMUCR01,13-Mar-26,Mar-26
2332192,Main CR 2326390 Follow Up 1,MDG,Production & launch,YMUER01,13-Mar-26,Mar-26
2331914,Main CR 2326573 Follow Up 1,MDG,Production & launch,YMUER01,13-Mar-26,Mar-26
2331477,Update lot size for new product launch,MDG,Production & launch,YMUX0031,13-Mar-26,Mar-26
2332751,Update Sales Text,MDG,Maintanence,YMUX001,13-Mar-26,Mar-26
900006772,BOM Change(ITOVEBI),Make,Production master data,CR999,13-Mar-26,Mar-26
900006738,N631 Slovakia Plant Extensions XOF,Mass,Data migration,CR999,13-Mar-26,Mar-26
900006740,N931 Croatia Plant Extensions ex-CMO,Mass,Data migration,CR999,13-Mar-26,Mar-26
100005672,A511 Update CSC VEGF Frozen,Make,Production master data,G15,13-Mar-26,Mar-26
100005619,A511 Update VEGF DilCon,Make,Production master data,G15,13-Mar-26,Mar-26
2331914,Main CR 2326573 Follow Up 1,MDG,Production & launch,YMUER01,16-Mar-26,Mar-26
2329275,A511 Activate Anti-Abeta Prep Freeze Cryobags MCB CSC,MDG,Production & launch,YMUCR01,16-Mar-26,Mar-26
2329287,A511 Activate Anti-Abeta Prep Freeze Ampoules MCB CSC,MDG,Production & launch,YMUCR01,16-Mar-26,Mar-26
2334069,R4E_J031_FR_ACN557106_CC_1614,MDG,Production & launch,YMFG002,16-Mar-26,Mar-26
2335004,R4E_P531_PT_ACN557105_CC_1698,MDG,Production & launch,YMFG002,16-Mar-26,Mar-26
2334863,R4E_C131_DK_ACN557032_CC_1694,MDG,Production & launch,YMFG002,16-Mar-26,Mar-26
2334862,R4E_C131_DK_ACN557033_CC_1694,MDG,Production & launch,YMFG002,16-Mar-26,Mar-26
2329237,R4E_B731_ACN557760_HK_CC 2726,MDG,Production & launch,YMFG002,16-Mar-26,Mar-26
2329716,R4E_B731_ACN557761_HK_CC 2726,MDG,Production & launch,YMFG002,16-Mar-26,Mar-26
2334292,R4E_M731_CR_ACN551084_CC_2647,MDG,Production & launch,YMUCR01,16-Mar-26,Mar-26
2342779,Main CR 2334292 Follow Up 1,MDG,Production & launch,YMUER01,16-Mar-26,Mar-26
200001593,Customer master update - search term,MDG,Customer master ,P30,16-Mar-26,Mar-26
900006832,SPK for 11043194,Mass,Data migration,CR999,16-Mar-26,Mar-26
100005682,A511 Update CSC Dilcon Recipe,Make,Production master data,G15,16-Mar-26,Mar-26
900006720,N731 Slovakia Plant Extensions ex-KAU,Mass,Data migration,CR999,16-Mar-26,Mar-26
100005666,A511 Update VEGF BFS,Make,Production master data,G15,16-Mar-26,Mar-26
900006804,P331 Plant Extension_11046514_11046576,Mass,Data migration,CR999,16-Mar-26,Mar-26
900006769,P531 UAE Plant Exensions,Mass,Data migration,CR999,16-Mar-26,Mar-26
2315711,TOLL_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,17-Mar-26,Mar-26
2331847,Main CR 2298257 Follow Up 1,MDG,Production & launch,YMUER01,17-Mar-26,Mar-26
2342996,R4E_F231_CH_ACN557240_CC_1208,MDG,Production & launch,YMFG002,17-Mar-26,Mar-26
2331418,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,17-Mar-26,Mar-26
2343175,A511 Activate ZINT FZD4 CSC DNSM,MDG,Production & launch,YMUCR01,17-Mar-26,Mar-26
2346247,CR_900006717_Update_description_N931,MDG,Maintanence,YMUX001,17-Mar-26,Mar-26
2346294,Updates Related to CR 2343665,MDG,Production & launch,YMUX0033,17-Mar-26,Mar-26
100005713,A511 Create anti-Abeta planning recipes,Make,Production master data,G15,17-Mar-26,Mar-26
100005696,A513: Create Herceptin IV Recipe,Make,Production master data,G25 ,17-Mar-26,Mar-26
900006717,N931 Croatia Plant Extension,Mass,Data migration,CR999,17-Mar-26,Mar-26
100005694,A511 Recipe Update/execution MCB Anti-aB,Make,Production master data,G15,17-Mar-26,Mar-26
900006707,P431 Egypt Plant Extension,Mass,Data migration,CR999,17-Mar-26,Mar-26
900006835,DM - Change of PGR,Mass,Data migration,CR999,17-Mar-26,Mar-26
900006730,N931 Croatia Plant Extensions ex-KAU,Mass,Data migration,CR999,17-Mar-26,Mar-26
900006737,N831 Slovenia Plant Extensions ex-CMO,Mass,Data migration,CR999,17-Mar-26,Mar-26
100005712,Rocephin1gIV_Alt4_Create,Make,Production master data,CR1,17-Mar-26,Mar-26
100005698,A513: MRA G6 & Ocrevus Recipe Updates,Make,Production master data,G23,17-Mar-26,Mar-26
900006644,Update International Name CONTIVUE,Mass,Data migration,CR999,17-Mar-26,Mar-26
100005712,Rocephin1gIV_Alt4_Create,Make,Production master data,CR1,18-Mar-26,Mar-26
100005714,A514 Retire recipe SUS Copack CA-267755,Make,Production master data,G36,18-Mar-26,Mar-26
100005733,Cellcept 250 mg correction M731,Make,Production master data,CR1,18-Mar-26,Mar-26
100005684,555375_VABYSMO 6MG_CREATE,Make,Production master data,CR1,18-Mar-26,Mar-26
900006862,Enspryng Lot Size Update P1S Affiliates,Mass,Data migration,CR999,18-Mar-26,Mar-26
100005733,A514 Update AUoM for ZSEM,Mass,Data migration,G37,18-Mar-26,Mar-26
900006822,"New TP update as of Mar 18, 2026",MDG,Intercompany,CR999,18-Mar-26,Mar-26
900006610,Update PIR - material 11045920,MDG,Intercompany,CR999,18-Mar-26,Mar-26
900006834,Update PIR price for Peru,MDG,Intercompany,CR999,18-Mar-26,Mar-26
2329107,R4E_C031_IE_ACN552972_CC_2804,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2341748,Main CR 2334421 Follow Up 1,MDG,Production & launch,YMUER01,18-Mar-26,Mar-26
2342313,Main CR 2334354 Follow Up 1,MDG,Production & launch,YMUER01,18-Mar-26,Mar-26
2350203,Main CR 2333908 Follow Up 1,MDG,Production & launch,YMUER01,18-Mar-26,Mar-26
2343033,AFF_ZFIN_Execution-Ready_P30_Plant 2675,MDG,Production & launch,YMP30_21,18-Mar-26,Mar-26
2343027,AFF_ZFIN_Execution-Ready_P30_Plant 2800,MDG,Production & launch,YMP30_21,18-Mar-26,Mar-26
2343032,AFF_ZFIN_Execution-Ready_P30_Plant 2570,MDG,Production & launch,YMP30_21,18-Mar-26,Mar-26
2350512,CR_900006804_upd_RV_p331,MDG,Production & launch,YMUX0033,18-Mar-26,Mar-26
2341248,Lot size to be adjusted upon the CSM request,MDG,Maintanence,YMUX001,18-Mar-26,Mar-26
2350481,L801 sales text update,MDG,Maintanence,YMUX001,18-Mar-26,Mar-26
2350330,L801 sales text update,MDG,Maintanence,YMUX001,18-Mar-26,Mar-26
2327779,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,18-Mar-26,Mar-26
2343050,CMO_ZSEM_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_03,18-Mar-26,Mar-26
200001595,Customer master update - payment term,MDG,Customer master,P30,18-Mar-26,Mar-26
2349939,R4E_J031_FR_ACN551736_CC_1614,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2349928,R4E_F231_CH_ACN557283_CC_1208,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2349334,R4E_F231_CH_ACN557092_CC_1208,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2331418,CMO_ZFIN_Ready for Execution_P30 (FINP)_Plant 1001,MDG,Production & launch,YMP30_01,18-Mar-26,Mar-26
2349955,R4E_F231_CH_ACN557283_CC_1208,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2349952,R4E_F231_CH_ACN557239_CC_1208,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2349341,R4E_F231_CH_ACN557677_CC_1208,MDG,Production & launch,YMFG002,18-Mar-26,Mar-26
2352626,PZ Update Safety Strategy 11042319,MDG,Maintanence,YMUX001,19-Mar-26,Mar-26
2352784,PZ Update Safety Strategy 11012092,MDG,Maintanence,YMUX001,19-Mar-26,Mar-26
2352882,PZ Update Safety Strategy 11014030,MDG,Maintanence,YMUX001,19-Mar-26,Mar-26
2352837,PZ Update Safety Strategy 11014031,MDG,Maintanence,YMUX001,19-Mar-26,Mar-26
2349346,AFF_ZFIN_Affiliate_Update_P30_Plant 1400,MDG,Maintanence,YMP30_16,19-Mar-26,Mar-26
2349347,AFF_ZFIN_Affiliate_Update_P30_Plant 1400,MDG,Maintanence,YMP30_16,19-Mar-26,Mar-26
2351045,Main CR 2346457 Follow Up 1,MDG,Production & launch,YMUER01,19-Mar-26,Mar-26
2346854,R4E_M731_ZPAK_CR_CC_2647,MDG,Production & launch,YMUCR01,19-Mar-26,Mar-26
2353051,Main CR 2346854 Follow Up 1,MDG,Production & launch,YMUER01,19-Mar-26,Mar-26
2305624,All Plants ZFIN Activate QE-188380,MDG,Production & launch,YMUCR01,19-Mar-26,Mar-26
2329082,10216718 Ready for Costing & Move to status 50,MDG,Production & launch,YMUCR01,19-Mar-26,Mar-26
2343747,Create FINP BR NMRMC0167794,MDG,Material master creation,LCM WF,19-Mar-26,Mar-26
2353415,CMO_ZFIN_P30_Update_Classification_1001,MDG,Maintanence,YMP30_08,19-Mar-26,Mar-26
900006897,Check on PLD status for Madopar codes,MDG,Production & launch,CR999,19-Mar-26,Mar-26
2346721,Main CR 2329050 Follow Up 1,MDG,Production & launch,YMUER01,19-Mar-26,Mar-26
2353687,Main CR 2329082 Follow Up 1,MDG,Production & launch,YMUER01,19-Mar-26,Mar-26
900006838,Change status L931 fron 30 to 50,MDG,Production & launch,CR999,19-Mar-26,Mar-26
900006825,J331 Austria TOPAS 10000133,MDG,Intercompany,CR999,19-Mar-26,Mar-26
2353749,Data transfer to P98 CR 2342863,MDG,Production & launch,YMUX0035,19-Mar-26,Mar-26
2354092,Main CR 2305624 Follow Up 1,MDG,Production & launch,YMUER01,19-Mar-26,Mar-26
900006921,Update status to cancel PO's,MDG,Production & launch,CR999,19-Mar-26,Mar-26
100005738,A513: Xolair Harvest Recipe Updates,Make,Production master data,G23,19-Mar-26,Mar-26
100005740,A511 Create Planning Recipe CPMF,Make,Production master data,G15,19-Mar-26,Mar-26
100005715,Add CRD code for NPPO 11003692,Make,Production master data,R92,19-Mar-26,Mar-26
100005705,a514 Deactivate planning recipe Actemra,Make,Production master data,G36,19-Mar-26,Mar-26
100005752,A514 Update Perjeta Recipe,Make,Production master data,G36,20-Mar-26,Mar-26
900006647,CA-273265 CN Data cleansing-1510 shared,Mass,Data migration,CR999,20-Mar-26,Mar-26
900006932,Update JCC_BSDS_P55 legacy_P1S,Mass,Data migration,CR999,20-Mar-26,Mar-26
900006803,"PZ IC Maintain ""old material number""",Mass,Data migration,CR999,20-Mar-26,Mar-26
900006931,Update PLIFZ A412 Cytiva,Mass,Data migration,CR999,20-Mar-26,Mar-26
100005731,A514 Update AUoM for ZSEM,Mass,Data migration,G37,20-Mar-26,Mar-26
100005754,L931_556162_Kadcyla100MG_CREATE,Make,Production master data,CR1,20-Mar-26,Mar-26
2346721,Main CR 2329050 Follow Up 1,MDG,Production & launch,YMUER01,20-Mar-26,Mar-26
2350686,R4E_L931_ZPAK_PA_CC 2648,MDG,Production & launch,YMUCR01,20-Mar-26,Mar-26
2350685,R4E_L931_PA_ACN556051_CC_2648,MDG,Production & launch,YMUCR01,20-Mar-26,Mar-26
2354092,Main CR 2305624 Follow Up 1,MDG,Production & launch,YMUER01,20-Mar-26,Mar-26
2351043,R4E_M731_ZPAK_CR_CC_2647,MDG,Production & launch,YMUCR01,20-Mar-26,Mar-26
900006932,Update JCC_BSDS_P55 legacy_P1S,MDG,Production & launch,CR999,20-Mar-26,Mar-26
2356453,L931_Panama MRP data,MDG,Maintanence,YMUX001,20-Mar-26,Mar-26
2356455,Main CR 2350685 Follow Up 1,MDG,Production & launch,YMUER01,20-Mar-26,Mar-26
2356536,Main CR 2350686 Follow Up 1,MDG,Production & launch,YMUER01,20-Mar-26,Mar-26
2356541,ZFIN_UpdateNonGMP_P30_Plant1001_Class_data,MDG,Maintanence,YMP30_08,20-Mar-26,Mar-26
2356602,Main CR 2351043 Follow Up 1,MDG,Production & launch,YMUER01,20-Mar-26,Mar-26
2356887,Delete TRY AUOM - 100005731,MDG,Maintanence,YMMASS1,20-Mar-26,Mar-26
2356917,Delete TRY AUOM - 100005731,MDG,Maintanence,YMMASSF1,20-Mar-26,Mar-26
2345822,Create FINP UA NMRMC0167808,MDG,Material master creation,LCM WF,20-Mar-26,Mar-26
2345669,Create FINP TW NMRMC0167807,MDG,Material master creation,LCM WF,20-Mar-26,Mar-26
2345819,Create FINP BE NMRMC0167812,MDG,Material master creation,LCM WF,20-Mar-26,Mar-26
2357043,A514 Update AUoM ZSEM 10246006,MDG,Maintanence,YMUX001,20-Mar-26,Mar-26
2357072,A514 Update AUoM ZSEM 10246007,MDG,Maintanence,YMUX001,20-Mar-26,Mar-26
2357192,ZFIN_UpdateNonGMP_P30_Plant2800_plt_status,MDG,Maintanence,YMP30_16,20-Mar-26,Mar-26
2357206,Main CR 2324108 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357234,Main CR 2324109 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357127,Main CR 2324173 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357208,Main CR 2324175 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357129,Main CR 2324176 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357312,Main CR 2324009 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2356747,Main CR 2324006 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357124,Main CR 2324010 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357165,Main CR 2324105 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357202,Main CR 2324107 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2356427,Main CR 2350245 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2356518,Main CR 2350165 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357246,Main CR 2324177 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357342,Main CR 2324184 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357267,Main CR 2324195 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357315,Main CR 2324193 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2357306,Main CR 2324196 Follow Up 1,MDG,Production & launch,YMUER01,23-Mar-26,Mar-26
2362099,Change lot size for E132,MDG,Maintanence,YMUX001,23-Mar-26,Mar-26
2362292,"Update min, max and rounding value",MDG,Maintanence,YMUX001,23-Mar-26,Mar-26
100005725,Alt2_Alt3 Hemlibra 30mg Change,Make,Production master data,CR1,23-Mar-26,Mar-26
100005770,M731 Alt3_Alt4 Hemlibra 30mg  Change,Make,Production master data,CR1,23-Mar-26,Mar-26
900006932,Update JCC_BSDS_P55 legacy_P1S,Mass,Data migration,CR999,23-Mar-26,Mar-26
100005810,"Change Base Qty, Max Qty & BOM Qty",Make,Production master data,R50,23-Mar-26,Mar-26
900006906,Update APLFZ PIR A412 Cytiva,Mass,Data migration,CR999,23-Mar-26,Mar-26
